annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
1790,196,3742,729,3,243,87,0.0013
1791,196,12777,537,506,382,537,0.0013
1792,196,3482,0,1225,251,55,0.0013
1793,196,5093,794,1195,181,85,0.0012
1794,196,22361,6,114,336,411,0.0012
1795,196,16547,489,128,316,302,0.0012
1796,196,2482,60,652,249,617,0.0011
1797,196,2482,0,662,300,489,0.0011
1798,196,3742,484,102,330,331,0.0011
1799,196,3742,672,1,300,89,0.0011
1800,196,3742,85,119,468,361,0.0011
1801,196,2482,81,539,233,613,0.0010
1802,196,3742,478,96,470,343,0.0010
1803,196,3742,485,27,491,383,0.0010
1804,197,12777,118,172,292,518,0.9342
1805,197,2482,632,57,205,490,0.8901
1806,197,22361,599,732,265,406,0.8302
1807,197,3742,120,830,325,318,0.7680
1808,197,1899,922,1250,54,30,0.0028
1809,197,19860,881,1247,95,32,0.0024
1810,197,22361,600,735,295,405,0.0021
1811,197,12777,116,173,324,518,0.0019
1812,197,2482,383,65,454,486,0.0019
1813,197,3742,109,796,551,353,0.0017
1814,197,22361,605,702,256,443,0.0017
1815,197,3742,114,802,326,344,0.0015
1816,197,22361,565,729,296,417,0.0014
1817,197,2482,628,58,323,485,0.0014
1818,197,2482,636,68,267,482,0.0014
1819,197,1899,920,1248,56,32,0.0013
1820,197,22361,574,739,286,507,0.0013
1821,197,2482,479,67,359,485,0.0012
1822,197,1899,882,1248,94,32,0.0011
1823,197,19860,951,1251,25,29,0.0011
1824,197,1899,0,1236,48,44,0.0010
1825,198,12777,122,189,290,529,0.9042
1826,198,2482,631,90,198,473,0.9039
1827,198,22361,609,736,273,417,0.7954
1828,198,3742,121,838,333,332,0.7477
1829,198,2482,636,6,266,354,0.0073
1830,198,2482,624,5,216,560,0.0029
1831,198,5093,118,837,335,332,0.0022
1832,198,2482,630,4,333,129,0.0018
1833,198,2482,443,88,385,475,0.0016
1834,198,2482,628,10,320,539,0.0016
1835,198,2482,620,38,252,534,0.0015
1836,198,2482,395,90,434,477,0.0013
1837,198,22361,563,732,320,426,0.0011
1838,198,22361,608,700,267,455,0.0011
1839,198,3742,109,828,474,343,0.0011
1840,198,2482,631,86,281,480,0.0011
1841,198,22361,592,744,285,485,0.0010
1842,198,3742,115,771,328,395,0.0010
1843,198,2482,624,91,218,757,0.0010
1844,198,12777,122,197,358,518,0.0010
1845,199,27776,176,811,177,199,0.9357
1846,199,29666,630,164,225,216,0.9033
1847,199,30307,37,117,411,401,0.8688
1848,199,3482,562,812,266,221,0.8630
1849,199,36636,176,811,179,203,0.0074
1850,199,3482,177,810,179,205,0.0045
1851,199,21025,641,162,211,215,0.0034
1852,199,3543,631,162,219,214,0.0016
1853,199,29666,176,809,177,204,0.0015
1854,200,27776,640,295,175,195,0.9843
1855,200,3482,174,276,261,218,0.9273
1856,200,29666,127,880,230,227,0.8677
1857,200,30307,558,734,414,410,0.8077
1858,200,3543,133,882,223,229,0.0069
1859,200,3482,636,293,179,198,0.0040
1860,200,36636,639,295,175,196,0.0024
1861,200,27776,645,294,168,171,0.0020
1862,200,30307,554,734,422,407,0.0014
1863,200,27776,642,323,171,166,0.0013
1864,200,21770,131,882,224,229,0.0013
1865,200,27776,641,293,177,157,0.0013
1866,200,22346,638,294,178,198,0.0011
1867,200,21025,132,882,225,229,0.0011
1868,200,3350,636,293,180,198,0.0011
1869,200,16547,638,293,176,199,0.0010
1870,200,29666,637,295,177,197,0.0010
1871,202,3482,143,292,210,256,0.9117
1872,202,20876,544,292,331,236,0.8786
1873,202,16261,107,834,252,241,0.8587
1874,202,22346,689,867,214,209,0.7636
1875,202,21025,690,865,212,211,0.0151
1876,202,36636,545,293,327,233,0.0115
1877,202,20876,541,215,331,315,0.0021
1878,202,20876,542,290,351,248,0.0019
1879,202,10220,112,836,247,242,0.0018
1880,202,18109,683,856,228,220,0.0011
1881,202,20876,447,285,432,251,0.0011
1882,203,3482,622,720,211,272,0.9545
1883,203,20876,82,724,338,244,0.9146
1884,203,16261,601,187,239,229,0.8800
1885,203,22346,82,197,201,195,0.8459
1886,203,21770,84,196,200,199,0.0073
1887,203,21025,84,198,200,192,0.0057
1888,203,20876,78,703,344,260,0.0033
1889,203,36636,82,726,334,238,0.0024
1890,203,20876,0,723,430,243,0.0021
1891,203,2482,624,709,217,286,0.0020
1892,203,3482,82,726,333,238,0.0016
1893,203,33207,599,187,240,229,0.0014
1894,203,20876,76,727,346,295,0.0014
1895,203,22346,81,194,203,215,0.0010
1896,204,22346,98,205,207,198,0.9341
1897,204,3482,649,753,212,268,0.9089
1898,204,20876,116,769,329,231,0.8731
1899,204,16261,631,192,243,231,0.7616
1900,204,21025,101,203,205,199,0.0077
1901,204,20876,104,765,345,260,0.0027
1902,204,3482,116,770,328,227,0.0023
1903,204,20876,110,693,335,306,0.0019
1904,204,33207,632,193,244,231,0.0018
1905,204,21770,100,204,205,197,0.0017
1906,204,2482,648,737,213,280,0.0017
1907,204,16231,100,205,204,196,0.0016
1908,204,36636,116,770,327,228,0.0014
1909,204,10220,631,191,238,234,0.0014
1910,204,20876,0,762,446,261,0.0012
1911,204,20876,115,770,338,304,0.0012
1912,204,20876,118,713,334,286,0.0010
1913,205,23202,623,849,139,140,0.9925
1914,205,16547,591,122,233,226,0.9551
1915,205,3543,114,161,204,202,0.9507
1916,205,6562,167,674,219,366,0.9314
1917,205,22346,623,851,144,137,0.0122
1918,205,16261,623,849,144,138,0.0063
1919,205,3543,117,177,202,186,0.0058
1920,205,3350,623,850,142,137,0.0047
1921,205,33207,622,852,142,136,0.0046
1922,205,27776,166,699,213,332,0.0037
1923,205,10220,162,669,218,363,0.0027
1924,205,27776,168,790,210,243,0.0020
1925,205,23202,621,851,149,134,0.0018
1926,205,10220,166,717,213,308,0.0015
1927,205,23202,622,852,143,147,0.0014
1928,205,25468,623,850,144,139,0.0011
1929,210,29666,164,751,230,224,0.9102
1930,210,3350,418,245,183,182,0.8223
1931,210,31862,597,875,205,208,0.7926
1932,210,22073,594,876,208,205,0.0388
1933,210,25437,596,873,206,207,0.0126
1934,210,3350,594,872,209,206,0.0109
1935,210,16687,453,0,523,629,0.0017
1936,210,16687,705,0,271,72,0.0017
1937,210,3543,163,748,235,223,0.0016
1938,210,16687,741,1,235,73,0.0016
1939,210,16687,573,0,403,450,0.0014
1940,210,31862,597,875,182,207,0.0014
1941,210,3350,413,200,188,226,0.0012
1942,210,16687,638,0,338,99,0.0010
1943,210,16687,555,0,421,475,0.0010
1944,212,1899,623,889,207,140,0.9489
1945,212,21025,139,868,178,178,0.9467
1946,212,18109,57,123,310,290,0.9296
1947,212,16550,479,138,442,354,0.8494
1948,212,33008,63,128,302,287,0.0087
1949,212,16261,63,126,301,289,0.0084
1950,212,3350,139,868,178,177,0.0072
1951,212,29666,59,126,306,291,0.0070
1952,212,29666,138,866,177,179,0.0055
1953,212,21770,71,125,289,294,0.0048
1954,212,18109,0,119,367,294,0.0035
1955,212,18109,64,104,307,311,0.0033
1956,212,18109,55,118,309,323,0.0029
1957,212,1899,614,891,214,132,0.0028
1958,212,18109,0,118,365,298,0.0026
1959,212,36636,479,140,437,349,0.0025
1960,212,18109,58,120,412,296,0.0023
1961,212,18109,60,119,698,297,0.0019
1962,212,18109,52,10,314,404,0.0018
1963,212,18109,0,100,365,324,0.0016
1964,212,19860,625,887,207,142,0.0015
1965,212,1899,627,895,212,131,0.0015
1966,212,23202,139,866,179,170,0.0013
1967,212,18109,0,98,369,316,0.0013
1968,212,16550,463,133,463,478,0.0013
1969,212,16550,475,143,452,379,0.0010
1970,212,18109,56,110,470,310,0.0010
1971,213,21025,103,832,182,180,0.9702
1972,213,1899,593,857,212,144,0.9648
1973,213,18109,43,115,301,287,0.8697
1974,213,16550,449,126,441,347,0.8561
1975,213,1899,600,855,207,155,0.0231
1976,213,16261,46,119,296,284,0.0126
1977,213,33008,46,120,296,284,0.0075
1978,213,29666,105,831,183,181,0.0053
1979,213,18109,0,108,350,289,0.0050
1980,213,21770,56,113,282,290,0.0050
1981,213,3350,104,831,184,181,0.0045
1982,213,36636,453,126,429,349,0.0024
1983,213,29666,46,118,297,287,0.0024
1984,213,18109,40,108,312,344,0.0021
1985,213,18109,42,12,305,387,0.0019
1986,213,18109,15,96,329,310,0.0016
1987,213,18109,50,114,537,303,0.0015
1988,213,1899,600,867,210,133,0.0013
1989,213,3482,453,127,425,348,0.0012
1990,213,36636,597,852,209,148,0.0011
1991,214,33207,587,800,213,203,0.9769
1992,214,1899,143,240,200,130,0.9416
1993,214,27925,91,617,268,478,0.8870
1994,214,16550,569,54,276,470,0.8047
1995,214,6562,95,620,261,477,0.0024
1996,214,1899,143,250,201,117,0.0020
1997,214,19860,145,240,197,128,0.0016
1998,214,16550,956,4,20,534,0.0016
1999,214,16550,956,21,20,614,0.0014
2000,214,23202,594,800,204,202,0.0012
2001,214,35205,954,4,22,487,0.0010
2002,214,33207,584,776,218,229,0.0010
2003,215,33207,615,832,211,201,0.9725
2004,215,1899,159,249,203,126,0.9372
2005,215,27925,127,664,264,475,0.9038
2006,215,16550,597,61,286,480,0.7635
2007,215,23202,617,834,208,199,0.0026
2008,215,6562,130,666,255,473,0.0023
2009,215,1899,149,253,210,119,0.0019
2010,215,1899,160,253,212,119,0.0017
2011,215,27925,101,665,287,479,0.0016
2012,215,19860,159,250,202,127,0.0016
2013,215,16550,955,5,21,491,0.0012
2014,215,27925,122,595,266,550,0.0012
2015,215,35205,953,3,23,479,0.0011
2016,215,16550,592,55,320,486,0.0011
2017,215,16550,582,32,300,512,0.0011
2018,215,16550,953,12,23,515,0.0011
2019,215,36636,158,250,205,125,0.0010
2020,217,2482,588,73,248,476,0.9187
2021,217,12080,604,711,231,450,0.8357
2022,217,3742,115,781,322,326,0.8258
2023,217,6191,129,119,276,537,0.7480
2024,217,2482,581,16,257,542,0.0041
2025,217,19860,889,1252,87,28,0.0034
2026,217,1899,934,1252,42,28,0.0028
2027,217,6191,104,118,297,538,0.0026
2028,217,2482,952,20,24,790,0.0024
2029,217,2482,587,75,318,477,0.0020
2030,217,19860,971,1253,5,27,0.0019
2031,217,1899,0,1245,39,35,0.0017
2032,217,16547,114,782,329,325,0.0017
2033,217,2482,953,23,23,856,0.0017
2034,217,3742,106,753,582,373,0.0016
2035,217,2482,594,64,380,480,0.0015
2036,217,3742,120,782,325,349,0.0015
2037,217,2482,651,4,305,252,0.0013
2038,217,19860,861,1216,115,64,0.0013
2039,217,2482,949,8,27,757,0.0012
2040,217,2482,594,51,253,500,0.0011
2041,219,2482,89,666,259,475,0.9007
2042,219,12080,109,102,226,437,0.8565
2043,219,6191,536,543,271,530,0.7748
2044,219,3742,493,163,317,301,0.7124
2045,219,16547,491,164,319,302,0.0069
2046,219,6191,96,96,243,445,0.0029
2047,219,3742,738,1,231,97,0.0027
2048,219,5093,494,165,315,299,0.0027
2049,219,27732,797,1219,179,61,0.0017
2050,219,12080,105,108,363,433,0.0017
2051,219,3482,0,1216,278,64,0.0015
2052,219,1899,872,1203,104,77,0.0015
2053,219,3742,699,2,257,92,0.0014
2054,219,6191,432,557,382,521,0.0012
2055,219,3482,0,1219,242,61,0.0012
2056,219,3742,477,129,340,338,0.0011
2057,219,29666,114,116,220,419,0.0011
2058,219,27732,864,1139,112,141,0.0010
2059,219,3831,3,0,253,71,0.0010
2060,219,3482,0,1224,320,56,0.0010
2061,219,27732,831,1200,145,80,0.0010
2062,222,41767,594,737,281,304,0.9027
2063,222,16261,170,768,246,239,0.8994
2064,222,3350,406,204,184,183,0.8604
2065,222,5093,602,738,271,300,0.0058
2066,222,41767,594,708,285,330,0.0042
2067,222,16687,744,1,232,87,0.0034
2068,222,21324,605,743,264,293,0.0032
2069,222,41767,604,739,291,305,0.0027
2070,222,41767,585,741,295,395,0.0025
2071,222,16687,473,0,503,511,0.0021
2072,222,41767,545,726,331,328,0.0019
2073,222,16687,618,0,358,342,0.0018
2074,222,41767,561,738,318,310,0.0018
2075,222,10220,169,766,245,241,0.0017
2076,222,16687,648,1,328,83,0.0017
2077,222,3350,407,200,185,213,0.0016
2078,222,13899,604,739,267,299,0.0014
2079,222,31884,765,1,211,100,0.0014
2080,222,44198,604,739,269,296,0.0013
2081,222,16687,679,0,297,84,0.0011
2082,224,34596,106,76,365,488,0.9361
2083,224,3482,601,846,279,187,0.8460
2084,224,29666,619,172,226,216,0.8219
2085,224,25468,83,828,347,299,0.7605
2086,224,25468,0,827,439,306,0.0021
2087,224,3482,80,824,341,298,0.0013
2088,224,21025,619,180,219,210,0.0012
2089,225,3482,124,272,274,190,0.9395
2090,225,34596,531,662,370,503,0.9133
2091,225,29666,138,871,230,229,0.8656
2092,225,25468,575,190,329,282,0.6983
2093,225,3543,148,870,221,230,0.0028
2094,225,25468,565,188,411,286,0.0013
2095,225,3482,578,187,325,285,0.0013
2096,225,25468,564,177,412,300,0.0012
2097,225,25468,565,114,346,357,0.0011
2098,226,20237,644,189,227,217,0.9606
2099,226,22346,107,229,209,199,0.8967
2100,226,19860,126,864,223,170,0.8833
2101,226,3482,600,868,260,231,0.8710
2102,226,1899,134,867,208,164,0.0026
2103,226,21025,111,228,203,200,0.0022
2104,226,1899,143,870,197,153,0.0011
2105,226,22346,109,202,206,230,0.0011
2106,226,2482,598,865,266,233,0.0010
2107,229,23222,495,656,407,456,0.9465
2108,229,3742,535,153,318,301,0.8569
2109,229,2482,55,680,276,459,0.8417
2110,229,5885,102,71,235,472,0.5625
2111,229,3742,742,1,224,95,0.0052
2112,229,2482,62,57,276,1083,0.0037
2113,229,3742,540,117,308,340,0.0033
2114,229,3742,401,149,454,314,0.0023
2115,229,3742,701,3,238,93,0.0022
2116,229,5885,87,24,246,520,0.0022
2117,229,4377,94,61,242,484,0.0022
2118,229,16547,534,149,318,305,0.0018
2119,229,3742,627,2,329,344,0.0017
2120,229,3742,534,125,367,335,0.0017
2121,229,3482,0,1220,214,60,0.0015
2122,229,3742,529,146,324,474,0.0014
2123,229,4377,99,71,371,481,0.0013
2124,229,2482,0,677,339,459,0.0012
2125,229,2482,17,670,334,610,0.0012
2126,229,3742,538,66,358,382,0.0012
2127,229,2482,54,524,282,611,0.0012
2128,229,5885,51,15,275,464,0.0011
2129,229,27732,766,1244,210,36,0.0010
2130,231,23222,47,128,403,447,0.9737
2131,231,2482,591,105,290,453,0.8701
2132,231,3742,73,814,333,324,0.8200
2133,231,5885,613,693,234,510,0.6197
2134,231,2482,598,6,315,428,0.0052
2135,231,23222,47,121,401,538,0.0026
2136,231,2482,591,26,338,526,0.0021
2137,231,23222,0,113,453,465,0.0017
2138,231,2482,584,5,311,556,0.0015
2139,231,2482,600,104,274,1110,0.0014
2140,231,2482,600,5,359,159,0.0013
2141,231,6191,46,131,402,448,0.0012
2142,231,16547,73,811,332,327,0.0012
2143,231,2482,599,105,308,445,0.0012
2144,231,5885,616,688,278,525,0.0011
2145,231,23222,2,116,446,560,0.0011
2146,231,2482,568,76,321,486,0.0010
2147,232,29666,679,189,225,213,0.9633
2148,232,27732,120,775,320,268,0.9591
2149,232,22346,126,234,210,199,0.9437
2150,232,3482,598,798,278,206,0.9179
2151,232,21025,137,233,197,199,0.0018
2152,232,3543,680,188,222,214,0.0017
2153,232,3482,117,774,316,268,0.0017
2154,232,27732,94,767,354,401,0.0016
2155,232,27732,110,694,331,346,0.0016
2156,232,21770,131,233,205,196,0.0016
2157,232,19860,118,775,315,265,0.0015
2158,232,29666,680,206,221,198,0.0012
2159,232,2482,595,795,280,215,0.0012
2160,232,27732,103,775,453,268,0.0011
2161,234,27732,83,733,325,268,0.9672
2162,234,29666,649,184,219,214,0.9645
2163,234,22346,111,224,204,194,0.9600
2164,234,3482,571,766,276,207,0.9478
2165,234,27732,77,711,334,293,0.0215
2166,234,19860,85,733,316,267,0.0054
2167,234,3543,650,182,215,215,0.0049
2168,234,22346,111,206,200,217,0.0021
2169,234,27732,0,731,413,276,0.0019
2170,234,3482,79,728,325,274,0.0018
2171,234,27732,82,729,406,275,0.0017
2172,234,21025,651,183,214,214,0.0016
2173,234,27732,76,729,341,285,0.0013
2174,234,27732,73,728,347,352,0.0011
2175,236,28762,616,834,223,214,0.9605
2176,236,35205,104,685,204,421,0.9480
2177,236,3482,131,287,279,175,0.9450
2178,236,27652,671,254,220,199,0.9185
2179,236,27776,622,832,216,212,0.0023
2180,236,36636,110,689,193,414,0.0017
2181,236,35205,0,682,308,435,0.0015
2182,237,28762,142,221,211,202,0.9660
2183,237,27652,62,810,225,211,0.9272
2184,237,3482,561,810,288,173,0.9148
2185,237,35205,651,141,201,403,0.8898
2186,237,16261,145,224,210,198,0.0160
2187,237,35205,562,138,288,411,0.0026
2188,237,36636,652,146,197,393,0.0025
2189,237,28762,140,206,216,220,0.0021
2190,237,35205,650,143,265,395,0.0018
2191,237,23202,142,222,207,199,0.0016
2192,237,35205,651,131,244,418,0.0013
2193,237,27776,146,221,207,203,0.0013
2194,238,18356,69,256,302,298,0.8951
2195,238,3350,402,833,187,188,0.8878
2196,238,16261,624,239,246,233,0.8675
2197,238,32309,69,255,305,301,0.1169
2198,238,19231,62,256,309,297,0.0770
2199,238,1899,908,1242,68,38,0.0045
2200,238,29666,71,257,299,298,0.0036
2201,238,3742,70,257,307,298,0.0034
2202,238,3482,0,1217,242,63,0.0018
2203,238,19860,844,1227,132,53,0.0015
2204,238,30307,689,2,284,117,0.0014
2205,238,1899,912,1238,64,42,0.0013
2206,238,1899,888,1242,88,37,0.0013
2207,238,1899,906,1236,70,43,0.0012
2208,238,3482,0,1210,287,70,0.0012
2209,238,3482,0,1213,264,67,0.0011
2210,241,18146,514,256,308,384,0.9592
2211,241,20237,132,325,228,222,0.8536
2212,241,3350,413,912,191,191,0.8404
2213,241,38161,129,324,233,220,0.0224
2214,241,18146,511,225,315,421,0.0084
2215,241,1899,0,1238,83,42,0.0041
2216,241,3350,129,324,226,224,0.0029
2217,241,18146,501,267,340,549,0.0025
2218,241,18146,486,249,347,385,0.0025
2219,241,1899,0,1238,71,42,0.0023
2220,241,18146,476,262,349,388,0.0022
2221,241,18146,515,253,322,418,0.0018
2222,241,18146,512,262,400,389,0.0016
2223,241,18146,497,268,335,585,0.0016
2224,241,21324,0,1237,101,43,0.0011
2225,241,38161,118,310,244,238,0.0011
2226,243,3350,381,184,184,184,0.9163
2227,243,18146,143,652,312,398,0.8718
2228,243,20237,623,769,230,226,0.8447
2229,243,3350,375,158,187,216,0.0023
2230,243,16687,733,0,243,77,0.0018
2231,243,18146,149,662,310,486,0.0018
2232,243,18146,148,651,382,389,0.0017
2233,243,18146,77,657,379,406,0.0014
2234,243,1899,939,1262,37,18,0.0013
2235,243,16687,758,1,218,78,0.0012
2236,243,18146,138,601,321,455,0.0012
2237,243,16687,699,0,277,78,0.0012
2238,243,18146,147,661,327,534,0.0011
2239,243,3350,377,200,186,171,0.0010
2240,243,19860,942,1258,34,22,0.0010
2241,243,38161,620,765,236,230,0.0010
2242,244,23202,652,880,136,135,0.9845
2243,244,6562,195,716,223,359,0.9420
2244,244,3543,127,168,208,203,0.8820
2245,244,16550,581,3,285,482,0.7587
2246,244,22346,652,884,138,131,0.0109
2247,244,22346,650,881,134,128,0.0107
2248,244,28762,650,883,139,132,0.0097
2249,244,23202,650,887,143,127,0.0071
2250,244,33207,649,879,138,131,0.0062
2251,244,23202,649,880,137,125,0.0057
2252,244,3350,650,883,138,131,0.0040
2253,244,16261,653,883,135,131,0.0022
2254,244,3543,132,173,219,198,0.0017
2255,244,25468,649,881,148,138,0.0017
2256,244,27776,198,748,215,322,0.0017
2257,244,10220,197,714,217,354,0.0016
2258,244,10220,196,739,213,324,0.0015
2259,244,33008,651,881,139,135,0.0015
2260,244,10220,199,760,212,316,0.0015
2261,244,10220,201,798,209,269,0.0014
2262,244,3543,135,215,200,154,0.0014
2263,244,27925,194,712,230,365,0.0013
2264,244,3543,126,203,205,166,0.0013
2265,244,35205,955,4,21,440,0.0011
2266,244,16550,574,2,320,479,0.0011
2267,244,6562,199,721,219,322,0.0010
2268,247,6191,48,114,350,524,0.9428
2269,247,2482,629,88,199,475,0.8978
2270,247,22361,607,738,272,414,0.8177
2271,247,3742,119,838,329,330,0.7476
2272,247,2482,633,6,255,429,0.0060
2273,247,5093,118,836,334,332,0.0029
2274,247,2482,623,5,212,565,0.0024
2275,247,6191,34,74,361,560,0.0024
2276,247,6191,0,124,393,510,0.0017
2277,247,2482,619,34,251,538,0.0017
2278,247,2482,627,4,332,140,0.0015
2279,247,3742,110,821,467,355,0.0015
2280,247,22361,610,701,270,458,0.0014
2281,247,2482,464,88,364,477,0.0013
2282,247,2482,626,11,318,542,0.0013
2283,247,22361,563,733,319,424,0.0012
2284,247,2482,386,89,441,479,0.0012
2285,247,2482,628,86,285,480,0.0011
2286,247,3742,107,838,345,392,0.0010
2287,248,6191,45,90,347,519,0.9264
2288,248,2482,631,57,207,491,0.8987
2289,248,3742,118,830,324,315,0.8195
2290,248,22361,598,732,266,406,0.8193
2291,248,1899,927,1249,49,31,0.0033
2292,248,19860,891,1247,85,33,0.0025
2293,248,22361,598,735,297,406,0.0020
2294,248,2482,372,64,465,486,0.0020
2295,248,3742,109,798,542,349,0.0019
2296,248,1899,0,1237,45,43,0.0017
2297,248,22361,603,702,258,443,0.0016
2298,248,2482,635,67,267,482,0.0016
2299,248,2482,627,58,322,485,0.0015
2300,248,6191,0,102,388,496,0.0014
2301,248,22361,565,730,296,417,0.0013
2302,248,2482,496,66,342,486,0.0013
2303,248,22361,575,740,284,504,0.0013
2304,248,2482,309,62,529,490,0.0012
2305,248,1899,910,1248,66,32,0.0012
2306,248,6191,43,93,378,502,0.0011
2307,248,3742,112,803,331,343,0.0011
2308,248,3742,109,793,777,353,0.0011
2309,248,3742,102,826,344,417,0.0011
2310,248,2482,621,55,226,904,0.0010
2311,249,22361,88,119,254,390,0.9272
2312,249,6191,556,591,346,500,0.9213
2313,249,2482,89,663,218,490,0.8312
2314,249,3742,488,128,316,302,0.7003
2315,249,5093,490,127,314,303,0.0151
2316,249,22361,81,111,259,428,0.0074
2317,249,35205,795,1207,181,73,0.0073
2318,249,1899,876,1202,100,78,0.0036
2319,249,35205,840,1160,136,120,0.0033
2320,249,35205,822,1200,154,80,0.0033
2321,249,35205,793,1172,183,108,0.0030
2322,249,13899,87,129,249,378,0.0026
2323,249,3742,743,2,228,88,0.0022
2324,249,33879,85,121,265,389,0.0022
2325,249,22361,86,116,445,375,0.0021
2326,249,2482,0,661,301,486,0.0015
2327,249,22361,74,53,263,458,0.0014
2328,249,22361,62,20,274,482,0.0014
2329,249,35205,702,1213,274,67,0.0014
2330,249,3742,505,18,471,364,0.0012
2331,249,22361,5,113,338,411,0.0012
2332,249,3482,0,1226,282,54,0.0012
2333,249,3742,587,6,340,138,0.0011
2334,249,2482,56,652,255,625,0.0011
2335,249,3482,0,1228,237,51,0.0011
2336,249,3742,86,130,249,377,0.0011
2337,249,2482,0,662,300,489,0.0010
2338,249,2482,81,560,231,591,0.0010
2339,249,3742,478,83,476,362,0.0010
2340,249,3742,84,119,449,361,0.0010
2341,250,18356,542,226,245,353,0.9608
2342,250,29666,130,209,223,222,0.9347
2343,250,3350,377,850,189,191,0.8819
2344,250,19231,535,225,254,353,0.0059
2345,250,1899,0,1257,58,23,0.0021
2346,250,33879,537,218,252,361,0.0021
2347,250,3350,374,829,193,213,0.0021
2348,250,3482,0,1222,286,58,0.0020
2349,250,3482,0,1223,318,57,0.0013
2350,250,19860,869,1235,107,44,0.0013
2351,250,16687,568,2,401,443,0.0013
2352,250,31884,666,2,304,116,0.0011
2353,250,1899,917,1248,59,32,0.0011
2354,250,16687,570,0,406,133,0.0011
2355,250,3482,0,1225,254,55,0.0010
2356,251,18356,141,597,248,371,0.9650
2357,251,3350,372,179,182,186,0.8898
2358,251,29666,586,792,235,232,0.7248
2359,251,29666,143,593,242,372,0.0303
2360,251,19231,140,590,247,376,0.0090
2361,251,3350,368,160,181,209,0.0033
2362,251,38161,143,591,244,376,0.0028
2363,251,2482,144,590,243,376,0.0024
2364,251,16550,770,1216,206,64,0.0023
2365,251,1899,0,1236,122,44,0.0019
2366,251,1899,0,1237,86,43,0.0019
2367,251,3482,0,1230,225,50,0.0019
2368,251,3482,0,1229,243,51,0.0018
2369,251,19860,0,1231,201,49,0.0016
2370,251,16550,753,1141,223,139,0.0016
2371,251,16687,752,1,224,70,0.0015
2372,251,3482,0,1224,256,56,0.0013
2373,251,18356,143,671,243,294,0.0012
2374,251,16687,694,0,282,434,0.0011
2375,251,19860,0,1235,165,45,0.0010
2376,251,18356,153,598,236,351,0.0010
2377,252,18356,183,691,248,372,0.9356
2378,252,3350,411,239,184,182,0.8518
2379,252,29666,625,885,229,224,0.7649
2380,252,29666,185,689,241,367,0.0115
2381,252,19231,180,688,245,372,0.0085
2382,252,31704,182,687,244,373,0.0080
2383,252,1899,0,1263,32,17,0.0060
2384,252,32309,183,689,246,372,0.0021
2385,252,1899,0,1263,23,17,0.0020
2386,252,16687,0,1,272,81,0.0016
2387,252,3831,0,0,172,68,0.0014
2388,252,33879,182,696,247,364,0.0013
2389,252,3350,410,203,183,220,0.0012
2390,252,18356,188,717,236,342,0.0011
2391,253,35205,68,258,410,216,0.9626
2392,253,3350,446,851,189,190,0.8447
2393,253,33879,453,257,432,290,0.4833
2394,253,35205,454,261,437,270,0.0117
2395,253,30307,629,1,343,118,0.0075
2396,253,35205,66,229,408,245,0.0062
2397,253,35205,66,262,409,300,0.0034
2398,253,35205,410,260,477,272,0.0034
2399,253,35205,68,256,414,265,0.0029
2400,253,3350,446,829,190,213,0.0028
2401,253,33879,455,223,433,322,0.0027
2402,253,1899,0,1231,71,49,0.0020
2403,253,35205,67,154,404,317,0.0017
2404,253,16550,607,1,368,114,0.0015
2405,253,3482,65,259,407,216,0.0013
2406,253,16550,594,0,382,124,0.0012
2407,253,35205,69,252,444,224,0.0012
2408,253,16550,541,0,435,131,0.0011
2409,253,16550,599,1,377,120,0.0011
2410,253,36636,70,258,403,214,0.0010
2411,253,35205,0,261,478,222,0.0010
2412,256,19551,494,653,317,497,0.9669
2413,256,25437,541,180,251,251,0.9486
2414,256,2482,70,669,202,478,0.8140
2415,256,5885,115,87,230,474,0.6776
2416,256,2482,84,72,205,1079,0.0047
2417,256,2482,78,541,197,603,0.0023
2418,256,19551,486,653,444,498,0.0018
2419,256,3482,0,1220,217,60,0.0017
2420,256,27732,775,1239,201,41,0.0017
2421,256,31884,740,1,223,101,0.0017
2422,256,2482,0,666,272,479,0.0015
2423,256,3482,0,1218,237,62,0.0014
2424,256,2482,68,670,221,484,0.0013
2425,256,5885,84,20,250,542,0.0012
2426,256,2482,42,660,228,591,0.0011
2427,256,2482,0,667,271,481,0.0011
2428,256,2482,15,666,264,490,0.0010
2429,256,27732,867,1135,109,145,0.0010
2430,256,2482,54,656,223,605,0.0010
2431,259,41767,109,285,273,287,0.9570
2432,259,20237,605,278,226,223,0.7968
2433,259,3350,384,896,189,192,0.7584
2434,259,21324,111,285,267,282,0.0119
2435,259,5093,113,286,264,280,0.0052
2436,259,41767,103,284,317,290,0.0037
2437,259,41767,100,274,344,306,0.0030
2438,259,41767,99,220,284,347,0.0029
2439,259,3350,605,279,227,222,0.0027
2440,259,13899,115,284,266,282,0.0020
2441,259,38161,606,281,228,219,0.0020
2442,259,4542,110,285,268,282,0.0020
2443,259,41767,90,281,314,414,0.0019
2444,259,1899,0,1232,74,48,0.0017
2445,259,41767,85,282,297,387,0.0015
2446,259,1899,0,1228,78,52,0.0013
2447,259,41767,104,286,350,280,0.0012
2448,259,3350,380,878,196,210,0.0012
2449,259,41767,105,257,282,312,0.0011
2450,259,41767,90,193,292,375,0.0011
